latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
64.0466,-153.6998,332.1,1.3,1.1,2015-07-11,2125,Terra,MODIS,67,6.03,294.8,34.1,D,0
64.0319,-153.655,370.3,1.3,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,298.1,152.3,D,0
64.0295,-153.6312,383.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,299.2,224.7,D,0
63.8406,-151.8519,350.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,295.9,67.1,D,0
63.8312,-151.8572,343.5,1.1,1.1,2015-07-11,2125,Terra,MODIS,81,6.03,292.4,49.3,D,0
63.8192,-151.871,328.4,1.1,1.1,2015-07-11,2125,Terra,MODIS,0,6.03,294.2,26.1,D,0
63.7938,-151.9094,343.7,1.1,1.1,2015-07-11,2125,Terra,MODIS,61,6.03,295,53.9,D,0
63.7913,-151.887,337.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,29,6.03,291.4,41,D,0
63.7845,-151.9147,319.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,78,6.03,291.6,17.9,D,0
63.8336,-152.4441,348.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,298.6,65.6,D,0
63.8242,-152.4494,368.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,94,6.03,297.3,130.2,D,0
63.8217,-152.4264,375.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,94,6.03,301.5,159.9,D,0
63.8651,-152.9249,325.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,59,6.03,297.9,19.1,D,0
63.7933,-152.4419,335,1.2,1.1,2015-07-11,2125,Terra,MODIS,85,6.03,296.7,36.4,D,0
63.8527,-153.0125,338.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,72,6.03,297.5,41.8,D,0
63.8502,-152.9893,333.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,47,6.03,301,32.4,D,0
63.7914,-152.4489,312.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,61,6.03,296,10.4,D,0
63.8911,-153.4771,336,1.2,1.1,2015-07-11,2125,Terra,MODIS,52,6.03,287.7,34.7,D,0
63.8886,-153.4528,355,1.2,1.1,2015-07-11,2125,Terra,MODIS,92,6.03,301.2,85.5,D,0
63.9802,-154.4824,345.4,1.3,1.1,2015-07-11,2125,Terra,MODIS,94,6.03,299.8,68.9,D,0
63.8813,-153.4816,356.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,84,6.03,288,95.4,D,0
63.8789,-153.4579,381.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,296.5,200.8,D,0
63.9701,-154.4874,338.2,1.3,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,295.7,51.1,D,0
63.8062,-152.8616,342.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,93,6.03,300.5,53,D,0
63.8037,-152.8382,352.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,304.6,79.7,D,0
63.7249,-152.122,337.4,1.1,1.1,2015-07-11,2125,Terra,MODIS,52,6.03,296.7,36.6,D,0
63.8595,-153.4685,332.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,61,6.03,293.5,35.8,D,0
63.7181,-152.1499,363.1,1.1,1.1,2015-07-11,2125,Terra,MODIS,65,6.03,298.2,106,D,0
63.852,-153.4958,346.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,60,6.03,290.1,65,D,0
63.64,-152.1048,345.7,1.1,1.1,2015-07-11,2125,Terra,MODIS,94,6.03,299,59.4,D,0
63.6374,-152.0824,327.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,84,6.03,296.5,26.1,D,0
63.6307,-152.1101,317.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,76,6.03,294,13.9,D,0
63.6454,-153.1856,346.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,93,6.03,297.6,63.1,D,0
63.6429,-153.1617,339,1.2,1.1,2015-07-11,2125,Terra,MODIS,87,6.03,301.4,43.8,D,0
63.6357,-153.1907,358.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,299.3,100.7,D,0
63.6332,-153.1668,358.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,302.8,98,D,0
63.6236,-153.1718,356,1.2,1.1,2015-07-11,2125,Terra,MODIS,98,6.03,298.7,88.4,D,0
63.6086,-153.0291,334.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,87,6.03,287.3,36.1,D,0
63.5986,-152.9347,341.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,71,6.03,298.7,45.8,D,0
63.5961,-152.9113,384,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,312,204.8,D,0
63.5936,-152.8881,353.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,306.2,77.5,D,0
63.5911,-152.8648,325.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,74,6.03,299.5,19.8,D,0
63.6115,-153.1532,349.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,95,6.03,292.3,66.9,D,0
63.599,-153.034,319.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,29,6.03,286.3,13.8,D,0
63.589,-152.9397,343,1.2,1.1,2015-07-11,2125,Terra,MODIS,81,6.03,292,50.9,D,0
63.5865,-152.9164,395.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,303.8,280.5,D,0
63.584,-152.8932,353.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,300.1,78.6,D,0
63.596,-153.5995,339.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,79,6.03,297.9,45.8,D,0
63.557,-153.6193,354.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,300.7,86.1,D,0
63.5497,-153.6486,341.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,297.5,51.5,D,0
63.5473,-153.6242,394.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,303.8,287.6,D,0
63.5477,-153.6297,382.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,303.9,211.9,D,0
63.5452,-153.6054,339,1.2,1.1,2015-07-11,2125,Terra,MODIS,77,6.03,298.2,45.7,D,0
63.5505,-153.7565,357.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,297.3,100.8,D,0
63.5432,-153.7857,351.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,293,81.1,D,0
63.5407,-153.7614,406.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,300.9,394.9,D,0
63.5382,-153.737,329.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,46,6.03,297.1,24.8,D,0
63.4884,-153.3548,320.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,70,6.03,297.1,17.7,D,0
63.4859,-153.3312,320.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,70,6.03,301.6,17.8,D,0
63.5211,-153.771,356.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,98,6.03,298.4,87.7,D,0
63.5186,-153.7465,347.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,92,6.03,303.3,60.3,D,0
63.5015,-153.7807,340.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,79,6.03,298.8,44.5,D,0
63.504,-153.9074,332.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,88,6.03,294.7,40.3,D,0
63.5015,-153.8827,321.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,74,6.03,294.9,21,D,0
63.482,-153.7904,359.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,298,99,D,0
63.4795,-153.766,384.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,301.1,215.1,D,0
63.4722,-153.7952,330,1.2,1.1,2015-07-11,2125,Terra,MODIS,46,6.03,295.8,25.6,D,0
63.4561,-153.8362,363.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,299.2,120.5,D,0
63.4463,-153.8409,353.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,295.1,90.2,D,0
63.407,-153.6564,330.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,74,6.03,299.3,27.3,D,0
63.39,-153.6901,377.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,303.1,178.5,D,0
63.3875,-153.666,353.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,301.2,79,D,0
63.3802,-153.695,358.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,301.2,98,D,0
63.3778,-153.6709,339.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,78,6.03,298.1,41.9,D,0
63.3705,-153.6998,379.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,305.1,193,D,0
63.368,-153.6757,348.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,95,6.03,299.6,65.5,D,0
63.3709,-153.7057,364.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,303.6,121.1,D,0
63.3684,-153.6816,358.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,301.7,97.6,D,0
63.3611,-153.7104,337.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,302,41.9,D,0
63.3587,-153.6864,332.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,88,6.03,301.1,31.6,D,0
63.614,-153.177,414.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,307.7,448.3,D,0
66.3943,-149.9975,323.8,1.1,1.1,2015-07-11,2125,Terra,MODIS,52,6.03,299.1,19.4,D,0
66.2924,-150.0998,344.4,1.1,1.1,2015-07-11,2125,Terra,MODIS,94,6.03,295.7,54.6,D,0
66.2896,-150.0755,353.4,1.1,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,302.5,76.1,D,0
66.2831,-150.106,312.2,1.1,1.1,2015-07-11,2125,Terra,MODIS,39,6.03,295.6,8.1,D,0
66.2804,-150.0824,322.2,1.1,1.1,2015-07-11,2125,Terra,MODIS,81,6.03,296.7,17.9,D,0
65.3386,-144.3803,324.3,1,1,2015-07-11,2125,Terra,MODIS,52,6.03,300.9,16.1,D,0
65.6055,-147.1297,311.8,1,1,2015-07-11,2125,Terra,MODIS,56,6.03,296.4,8.1,D,0
65.6026,-147.1084,306.7,1,1,2015-07-11,2125,Terra,MODIS,21,6.03,294,4.8,D,0
65.5969,-147.1372,364.2,1,1,2015-07-11,2125,Terra,MODIS,100,6.03,300.9,97.5,D,0
65.594,-147.1159,334.8,1,1,2015-07-11,2125,Terra,MODIS,89,6.03,295,33.6,D,0
65.5882,-147.1438,339.8,1,1,2015-07-11,2125,Terra,MODIS,92,6.03,294.6,41.4,D,0
66.0617,-151.2967,316.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,45,6.03,295.5,12.5,D,0
66.0549,-151.3274,348.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,95,6.03,300.2,70.7,D,0
66.0523,-151.3035,339.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,92,6.03,299.3,46.9,D,0
66.0375,-151.2597,318.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,56,6.03,296.9,13.1,D,0
66.0264,-151.1563,318.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,67,6.03,296,15.1,D,0
65.9982,-151.1758,315.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,50,6.03,297.8,9.7,D,0
66.0089,-151.4685,335.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,80,6.03,298.5,34.6,D,0
66.0083,-151.476,328.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,84,6.03,298.8,28.7,D,0
66.0056,-151.4509,323.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,62,6.03,297.7,20.9,D,0
66.0042,-151.5332,325.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,83,6.03,294.1,26.1,D,0
66.0016,-151.5081,372.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,301.3,158.6,D,0
65.9989,-151.4827,320.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,66,6.03,296.1,18.4,D,0
65.9904,-151.4037,334.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,80,6.03,299.2,36.8,D,0
66.0928,-152.8153,341.3,1.3,1.1,2015-07-11,2125,Terra,MODIS,92,6.03,301.2,59.7,D,0
66.0902,-152.7882,314.8,1.3,1.1,2015-07-11,2125,Terra,MODIS,37,6.03,295,13.4,D,0
66.099,-152.9904,340.2,1.3,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,293.2,58.3,D,0
66.0828,-152.8207,318.8,1.3,1.1,2015-07-11,2125,Terra,MODIS,58,6.03,295.3,16.3,D,0
65.8573,-151.0372,314.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,64,6.03,298.3,12,D,0
65.6564,-150.5226,338.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,295,43.9,D,0
65.6205,-150.4696,373.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,295.9,147.1,D,0
65.6173,-150.4781,369,1.1,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,297.9,128,D,0
65.6147,-150.4551,339.7,1.1,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,293.2,44.4,D,0
65.5907,-150.4198,343.8,1.1,1.1,2015-07-11,2125,Terra,MODIS,93,6.03,299.3,53.2,D,0
65.588,-150.3961,330.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,82,6.03,295.2,30.2,D,0
65.5897,-150.4968,324.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,69,6.03,298,19.1,D,0
65.5816,-150.4269,343.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,93,6.03,296.3,53.2,D,0
65.5788,-150.4028,321.8,1.1,1.1,2015-07-11,2125,Terra,MODIS,77,6.03,291.9,19.6,D,0
65.5832,-150.5264,336.2,1.1,1.1,2015-07-11,2125,Terra,MODIS,81,6.03,294.8,35.6,D,0
65.5805,-150.5033,328.5,1.1,1.1,2015-07-11,2125,Terra,MODIS,77,6.03,294.3,24.4,D,0
65.5778,-150.4795,327,1.1,1.1,2015-07-11,2125,Terra,MODIS,68,6.03,295,23.2,D,0
65.5752,-150.457,327.7,1.1,1.1,2015-07-11,2125,Terra,MODIS,50,6.03,294.8,24,D,0
65.304,-148.264,332.5,1,1,2015-07-11,2125,Terra,MODIS,88,6.03,296,29.9,D,0
65.8689,-153.3734,322,1.3,1.1,2015-07-11,2125,Terra,MODIS,70,6.03,298.5,19.8,D,0
65.5767,-150.5566,353.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,296.5,78.8,D,0
65.5712,-150.5086,331.5,1.1,1.1,2015-07-11,2125,Terra,MODIS,79,6.03,291.1,30.8,D,0
65.5685,-150.4854,334.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,88,6.03,294.2,36.7,D,0
65.2952,-148.2707,350.5,1,1,2015-07-11,2125,Terra,MODIS,91,6.03,297.1,61.8,D,0
65.5701,-150.5861,316,1.1,1.1,2015-07-11,2125,Terra,MODIS,56,6.03,289.5,13.9,D,0
65.5674,-150.5621,345.2,1.1,1.1,2015-07-11,2125,Terra,MODIS,94,6.03,291.3,59.4,D,0
65.2779,-148.2133,357.4,1,1,2015-07-11,2125,Terra,MODIS,99,6.03,294.3,76.7,D,0
65.9277,-154.2658,365.4,1.4,1.2,2015-07-11,2125,Terra,MODIS,100,6.03,298.8,151.4,D,0
65.9173,-154.271,377.3,1.4,1.2,2015-07-11,2125,Terra,MODIS,100,6.03,298.3,220.6,D,0
65.7306,-152.2703,320.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,74,6.03,300.1,16.4,D,0
65.2745,-148.3332,367.3,1,1,2015-07-11,2125,Terra,MODIS,100,6.03,303.2,106.2,D,0
65.913,-154.2805,342.3,1.4,1.2,2015-07-11,2125,Terra,MODIS,92,6.03,294.7,66.7,D,0
65.6995,-152.2684,369,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,306,143.9,D,0
65.697,-152.2432,337.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,299.5,45.3,D,0
65.6899,-152.2748,335.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,80,6.03,304.5,40.7,D,0
65.6873,-152.2489,330.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,83,6.03,299.5,32.1,D,0
65.9211,-154.8827,314.1,1.4,1.2,2015-07-11,2125,Terra,MODIS,64,6.03,297.4,17.3,D,0
65.6804,-152.2817,340.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,92,6.03,301.8,53.8,D,0
65.9107,-154.8898,316.6,1.4,1.2,2015-07-11,2125,Terra,MODIS,75,6.03,293.7,21,D,0
65.7555,-153.1484,311.7,1.3,1.1,2015-07-11,2125,Terra,MODIS,40,6.03,293,9.9,D,0
65.2096,-148.4116,318.9,1,1,2015-07-11,2125,Terra,MODIS,42,6.03,297.7,12,D,0
65.8738,-154.7097,304.7,1.4,1.2,2015-07-11,2125,Terra,MODIS,48,6.03,293.1,7.3,D,0
65.6619,-152.4043,312.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,35,6.03,294.1,9,D,0
65.5684,-151.9975,321.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,51,6.03,297.1,19.6,D,0
65.5589,-152.0033,344.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,93,6.03,296.4,60.6,D,0
65.1326,-148.9734,311.3,1,1,2015-07-11,2125,Terra,MODIS,67,6.03,294.5,8.3,D,0
65.1298,-148.9516,376.8,1,1,2015-07-11,2125,Terra,MODIS,100,6.03,304.1,147.5,D,0
65.127,-148.9299,344.6,1,1,2015-07-11,2125,Terra,MODIS,94,6.03,300.2,51,D,0
65.1209,-148.9577,350.1,1,1,2015-07-11,2125,Terra,MODIS,96,6.03,299,61.2,D,0
65.1181,-148.9364,358.7,1,1,2015-07-11,2125,Terra,MODIS,99,6.03,302.8,83,D,0
65.1093,-148.943,334.1,1,1,2015-07-11,2125,Terra,MODIS,66,6.03,300.3,29.6,D,0
65.1004,-148.9495,334.4,1,1,2015-07-11,2125,Terra,MODIS,84,6.03,296.8,30.9,D,0
65.4593,-152.2325,335.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,84,6.03,296.7,43.9,D,0
65.4566,-152.2066,331.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,66,6.03,292.7,37.3,D,0
65.0992,-149.0919,324.2,1.1,1,2015-07-11,2125,Terra,MODIS,61,6.03,297.3,19.4,D,0
65.0848,-149.0549,346,1.1,1,2015-07-11,2125,Terra,MODIS,82,6.03,298.6,52.4,D,0
65.3959,-152.2197,337.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,297.4,43.8,D,0
65.3794,-152.2576,351.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,96,6.03,295.6,81.1,D,0
65.161,-150.2822,319.1,1.1,1,2015-07-11,2125,Terra,MODIS,39,6.03,297.5,14.3,D,0
65.3325,-151.9053,330.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,52,6.03,294.5,32.5,D,0
65.3298,-151.8802,338.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,292.8,46.8,D,0
65.3273,-151.856,320.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,61,6.03,282.1,16.8,D,0
65.323,-151.9114,351.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,292.1,79.7,D,0
65.3074,-151.7636,317.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,30,6.03,293.6,13.2,D,0
65.1695,-150.5236,333.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,87,6.03,296.7,33.7,D,0
65.1668,-150.5006,330.8,1.1,1,2015-07-11,2125,Terra,MODIS,84,6.03,299.9,27.8,D,0
65.2767,-151.5716,325.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,37,6.03,297.9,18.5,D,0
65.1577,-150.5066,318,1.1,1,2015-07-11,2125,Terra,MODIS,30,6.03,296.7,12.3,D,0
65.2752,-151.5795,334.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,38,6.03,298.7,35.4,D,0
65.2726,-151.5558,328,1.2,1.1,2015-07-11,2125,Terra,MODIS,37,6.03,297.8,26.5,D,0
65.2701,-151.5324,321.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,79,6.03,299.2,21.7,D,0
65.2675,-151.5089,318.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,77,6.03,297.2,18.1,D,0
65.2658,-151.5852,357.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,99,6.03,301.6,93.6,D,0
65.2632,-151.5612,337.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,48,6.03,301.3,41,D,0
65.2606,-151.5375,344.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,93,6.03,303.3,58.1,D,0
65.258,-151.5145,336,1.2,1.1,2015-07-11,2125,Terra,MODIS,89,6.03,298,41,D,0
65.2592,-151.6172,336.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,89,6.03,295,39,D,0
65.2565,-151.5922,346.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,301,58.7,D,0
65.2538,-151.5677,390.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,310.6,240.3,D,0
65.2512,-151.5438,349.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,95,6.03,298.7,69.2,D,0
65.2524,-151.6475,327.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,61,6.03,292.9,23.6,D,0
65.2499,-151.6237,340,1.2,1.1,2015-07-11,2125,Terra,MODIS,91,6.03,295.9,47,D,0
65.2471,-151.5984,338.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,298.2,45.8,D,0
65.1132,-150.4194,324.7,1.1,1,2015-07-11,2125,Terra,MODIS,78,6.03,292.7,21.1,D,0
65.097,-150.2829,414.9,1.1,1,2015-07-11,2125,Terra,MODIS,100,6.03,301.9,401.1,D,0
65.0943,-150.2602,360.6,1.1,1,2015-07-11,2125,Terra,MODIS,100,6.03,297.6,95.8,D,0
65.243,-151.6533,374.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,298.7,159.5,D,0
65.2404,-151.6297,360.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,296.7,102.7,D,0
65.104,-150.4254,329.1,1.1,1,2015-07-11,2125,Terra,MODIS,76,6.03,290.4,27.2,D,0
65.2336,-151.6593,335.5,1.2,1.1,2015-07-11,2125,Terra,MODIS,70,6.03,295.6,38.9,D,0
65.2374,-151.7887,343.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,77,6.03,295.2,54.1,D,0
65.2294,-151.7139,333.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,66,6.03,297.2,35.6,D,0
65.2242,-151.6656,314.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,34,6.03,291.9,12.2,D,0
65.22,-151.7201,339.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,60,6.03,294.6,46.4,D,0
65.1697,-151.2592,352.4,1.1,1.1,2015-07-11,2125,Terra,MODIS,97,6.03,303.9,74,D,0
65.2367,-151.9727,328.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,40,6.03,297.2,27.2,D,0
65.1577,-151.2415,337.7,1.1,1.1,2015-07-11,2125,Terra,MODIS,36,6.03,300.4,34.4,D,0
65.2299,-152.0042,321,1.2,1.1,2015-07-11,2125,Terra,MODIS,37,6.03,291.8,18.1,D,0
65.229,-152.0104,313.1,1.2,1.1,2015-07-11,2125,Terra,MODIS,44,6.03,291.3,12.9,D,0
65.2263,-151.9851,311.4,1.2,1.1,2015-07-11,2125,Terra,MODIS,47,6.03,291.7,11.9,D,0
65.2248,-152.0659,307.6,1.2,1.1,2015-07-11,2125,Terra,MODIS,26,6.03,291.2,7.1,D,0
65.1579,-151.4509,336.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,72,6.03,300.3,39.1,D,0
65.1552,-151.4267,330.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,67,6.03,300.6,28.6,D,0
65.1312,-151.2125,337.8,1.1,1.1,2015-07-11,2125,Terra,MODIS,52,6.03,298.8,40.3,D,0
65.1486,-151.4576,321.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,61,6.03,295.4,18.3,D,0
65.1273,-151.2667,343.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,88,6.03,306.6,42.2,D,0
65.1218,-151.2179,372,1.1,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,304.6,139.5,D,0
65.1192,-151.1945,325.1,1.1,1.1,2015-07-11,2125,Terra,MODIS,33,6.03,296,21.2,D,0
65.1125,-151.2242,335.5,1.1,1.1,2015-07-11,2125,Terra,MODIS,71,6.03,298,37,D,0
65.2068,-152.1839,319.3,1.2,1.1,2015-07-11,2125,Terra,MODIS,56,6.03,295.2,16,D,0
65.1166,-151.3495,325.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,57,6.03,296.1,21.4,D,0
65.1139,-151.3255,335.2,1.1,1.1,2015-07-11,2125,Terra,MODIS,59,6.03,296,34.6,D,0
65.1112,-151.3017,332.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,39,6.03,295.2,29.7,D,0
65.1059,-151.2538,332.8,1.1,1.1,2015-07-11,2125,Terra,MODIS,48,6.03,296.9,31.8,D,0
65.1032,-151.2303,325.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,83,6.03,296.2,23.3,D,0
65.1019,-151.3079,345.1,1.1,1.1,2015-07-11,2125,Terra,MODIS,86,6.03,295.1,56.1,D,0
65.1954,-152.2704,316.2,1.2,1.1,2015-07-11,2125,Terra,MODIS,53,6.03,294.8,10.8,D,0
65.0634,-151.2308,324.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,82,6.03,298.4,22.2,D,0
65.0608,-151.2072,350.5,1.1,1.1,2015-07-11,2125,Terra,MODIS,96,6.03,300,72.4,D,0
65.0514,-151.213,364,1.1,1.1,2015-07-11,2125,Terra,MODIS,100,6.03,303.4,112,D,0
65.0488,-151.1893,327.9,1.1,1.1,2015-07-11,2125,Terra,MODIS,82,6.03,299.4,25.5,D,0
65.0491,-151.2217,347.6,1.1,1.1,2015-07-11,2125,Terra,MODIS,95,6.03,301.9,63.4,D,0
65.0464,-151.1981,337.3,1.1,1.1,2015-07-11,2125,Terra,MODIS,90,6.03,300.7,42.8,D,0
65.1676,-152.4017,323.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,13,6.03,294.6,21.6,D,0
65.1754,-152.7778,321.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,60,6.03,297.3,22.1,D,0
65.1728,-152.7517,321.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,0,6.03,295.6,20.8,D,0
65.1085,-152.6246,330.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,86,6.03,295.2,34.3,D,0
65.0982,-152.5224,325.7,1.2,1.1,2015-07-11,2125,Terra,MODIS,44,6.03,296.4,23.4,D,0
65.1089,-152.6303,320,1.2,1.1,2015-07-11,2125,Terra,MODIS,69,6.03,294.7,16.9,D,0
65.1062,-152.6047,326.9,1.2,1.1,2015-07-11,2125,Terra,MODIS,59,6.03,296.9,25,D,0
65.0983,-152.5282,324.8,1.2,1.1,2015-07-11,2125,Terra,MODIS,71,6.03,297,23.3,D,0
64.9558,-151.3102,328,1.1,1.1,2015-07-11,2125,Terra,MODIS,68,6.03,302.1,24.4,D,0
